label:               N/A                                               
model:               bmDCA                                             
input MSA:           data/DBD_alignment.uniref90.cov80.nodupl.fasta    
alphabet:            protein                                           
sampler:             gibbs                                             
nchains:             10000                                             
nsweeps:             10                                                
lr:                  0.01                                              
pseudo count:        0.0003374957813027337                             
data type:           float32                                           
target Pearson Cij:  0.95                                              
random seed:         0                                                 

Epochs     Pearson    Slope      LL_train   LL_test    ESS        Entropy    Density    Time      
1203       0.878      0.705      -105.225   nan        0.889      116.013    1.000      402.693   
1204       0.878      0.700      -105.214   nan        0.889      116.331    1.000      402.928   
1205       0.879      0.697      -105.204   nan        0.889      116.295    1.000      403.162   
1206       0.879      0.700      -105.193   nan        0.889      116.179    1.000      403.397   
1207       0.879      0.699      -105.183   nan        0.889      116.050    1.000      403.632   
1208       0.878      0.704      -105.173   nan        0.888      116.006    1.000      403.869   
1209       0.878      0.702      -105.162   nan        0.888      115.981    1.000      404.104   
1210       0.879      0.707      -105.152   nan        0.888      116.278    1.000      404.339   
1211       0.880      0.705      -105.141   nan        0.888      116.301    1.000      404.573   
1212       0.879      0.709      -105.131   nan        0.888      116.188    1.000      404.808   
1213       0.879      0.704      -105.120   nan        0.888      116.097    1.000      405.047   
1214       0.879      0.703      -105.110   nan        0.888      115.984    1.000      405.282   
1215       0.879      0.699      -105.100   nan        0.888      116.121    1.000      405.516   
1216       0.878      0.700      -105.089   nan        0.888      116.060    1.000      405.751   
1217       0.879      0.698      -105.079   nan        0.888      116.186    1.000      405.987   
1218       0.879      0.707      -105.069   nan        0.888      115.922    1.000      406.230   
1219       0.878      0.704      -105.058   nan        0.887      116.364    1.000      406.464   
1220       0.881      0.697      -105.048   nan        0.887      116.179    1.000      406.699   
1221       0.881      0.706      -105.038   nan        0.887      116.184    1.000      406.935   
1222       0.881      0.698      -105.027   nan        0.887      116.118    1.000      407.171   
1223       0.880      0.701      -105.017   nan        0.887      116.102    1.000      407.407   
1224       0.879      0.701      -105.007   nan        0.886      116.105    1.000      407.643   
1225       0.880      0.709      -104.996   nan        0.886      115.846    1.000      407.878   
1226       0.879      0.702      -104.986   nan        0.886      116.036    1.000      408.116   
1227       0.880      0.705      -104.976   nan        0.886      116.064    1.000      408.350   
1228       0.881      0.704      -104.966   nan        0.886      116.161    1.000      408.586   
1229       0.879      0.701      -104.956   nan        0.885      116.121    1.000      408.820   
1230       0.881      0.705      -104.945   nan        0.885      115.939    1.000      409.055   
1231       0.881      0.703      -104.935   nan        0.885      115.981    1.000      409.298   
1232       0.880      0.701      -104.925   nan        0.885      116.071    1.000      409.533   
1233       0.880      0.706      -104.915   nan        0.885      115.809    1.000      409.767   
1234       0.880      0.715      -104.904   nan        0.885      115.792    1.000      410.006   
1235       0.880      0.710      -104.894   nan        0.885      115.951    1.000      410.241   
1236       0.880      0.716      -104.884   nan        0.885      115.968    1.000      410.477   
1237       0.882      0.701      -104.874   nan        0.885      116.087    1.000      410.712   
1238       0.880      0.708      -104.864   nan        0.885      115.990    1.000      410.949   
1239       0.882      0.703      -104.853   nan        0.885      116.106    1.000      411.184   
1240       0.880      0.706      -104.843   nan        0.884      115.855    1.000      411.419   
1241       0.881      0.702      -104.833   nan        0.884      116.098    1.000      411.659   
1242       0.881      0.706      -104.822   nan        0.884      115.886    1.000      411.905   
1243       0.881      0.713      -104.812   nan        0.884      115.612    1.000      412.152   
1244       0.881      0.721      -104.802   nan        0.884      115.662    1.000      412.395   
1245       0.881      0.712      -104.792   nan        0.884      115.721    1.000      412.640   
1246       0.882      0.709      -104.782   nan        0.884      115.727    1.000      412.879   
1247       0.882      0.719      -104.772   nan        0.884      115.728    1.000      413.116   
1248       0.882      0.713      -104.762   nan        0.884      115.707    1.000      413.352   
1249       0.883      0.704      -104.751   nan        0.884      115.740    1.000      413.590   
1250       0.883      0.712      -104.741   nan        0.884      115.673    1.000      413.829   
1251       0.882      0.708      -104.731   nan        0.884      115.896    1.000      419.115   
1252       0.882      0.713      -104.721   nan        0.883      115.636    1.000      419.362   
1253       0.882      0.710      -104.711   nan        0.883      115.874    1.000      419.615   
1254       0.881      0.706      -104.701   nan        0.883      115.549    1.000      419.863   
1255       0.882      0.708      -104.690   nan        0.883      115.830    1.000      420.112   
1256       0.883      0.713      -104.680   nan        0.883      115.709    1.000      420.359   
1257       0.882      0.710      -104.670   nan        0.883      115.732    1.000      420.615   
1258       0.883      0.705      -104.660   nan        0.883      115.722    1.000      420.881   
1259       0.883      0.709      -104.649   nan        0.883      115.777    1.000      421.126   
1260       0.883      0.707      -104.639   nan        0.883      116.008    1.000      421.405   
1261       0.883      0.706      -104.629   nan        0.883      115.773    1.000      421.645   
1262       0.883      0.704      -104.619   nan        0.883      115.926    1.000      421.888   
1263       0.883      0.705      -104.609   nan        0.883      115.991    1.000      422.129   
1264       0.883      0.714      -104.599   nan        0.883      115.847    1.000      422.369   
1265       0.883      0.703      -104.589   nan        0.882      115.723    1.000      422.608   
1266       0.883      0.717      -104.579   nan        0.882      115.606    1.000      422.856   
1267       0.883      0.711      -104.569   nan        0.882      115.744    1.000      423.111   
1268       0.882      0.715      -104.559   nan        0.882      115.652    1.000      423.350   
1269       0.884      0.708      -104.549   nan        0.882      115.689    1.000      423.584   
